id;date;price;bedrooms;bathrooms;floors;yr_built
705700390;20140903T000000;328000;3;2.25;2;1994
7454001200;20140604T000000;390000;3;2.25;1;1942
8682281200;20150309T000000;479950;2;2;1;2005
7972000200;20140529T000000;264950;4;2.25;1;1978
722059070;20150115T000000;235000;3;1;1;1961
7202340400;20150303T000000;516500;3;2.5;2;2004
8096000060;20150413T000000;655000;2;1.75;2;1915
2424000060;20140616T000000;500000;4;2.75;1;1960
9264902050;20141121T000000;315000;6;2.75;1;1978
943100260;20141120T000000;213000;2;1;1;1961
3677400445;20140902T000000;475000;3;1.5;1.5;1947
1762600320;20140610T000000;1,03E+09;5;4;2;1983
4058000060;20150409T000000;416000;3;2;1;1976
7228500560;20150320T000000;410000;4;1;1.5;1904
326069104;20140701T000000;800000;3;3.5;2;1993
5152100060;20140529T000000;472000;6;2.5;1;1965
3584000310;20141208T000000;225000;3;1.75;1;1968
8150100045;20141001T000000;210000;2;1;1;1940
1868901275;20150127T000000;455000;2;1;1.5;1925
6131600075;20150427T000000;225000;3;1;1;1954
9468200125;20140826T000000;480000;2;1;1;1918
8029510030;20150212T000000;363000;3;2.5;2;1990
2025069065;20140929T000000;2.4e+006;4;2.5;1;2000
7899800890;20150226T000000;181000;2;1.5;1;1954
3021059276;20150314T000000;250000;4;2;1;1976
3797001895;20150422T000000;481000;3;1.75;1;1918
3832710960;20140923T000000;260000;3;2;1;1978
1310430400;20140513T000000;455000;4;2.5;2;2001
1422300030;20150401T000000;415000;3;2.25;2;1991
1105000588;20150421T000000;349500;3;1;1;1953
3830630060;20140929T000000;245000;3;2.5;2;1987
5101404898;20140519T000000;592500;2;2;1.5;1928
7972601890;20141020T000000;385000;4;1.75;1;1955
5127001620;20150211T000000;315000;3;1.75;1;1974
9407100800;20141124T000000;255000;3;1;1;1979
1873100060;20140829T000000;693000;4;2.5;2;2006
8722101360;20141202T000000;780000;3;1;1.5;1911
8644000060;20141024T000000;237000;3;1.75;1;1960
3325069129;20141216T000000;525000;3;2.25;2;1979
1400300055;20150428T000000;425000;2;1;1;1930
2123039032;20141027T000000;369900;1;0.75;1;1936
8078560140;20140519T000000;290000;4;2.5;2;1988
3438500192;20140929T000000;285000;3;1;1;1954
7974200510;20140814T000000;415000;2;1;1;1937
2557000400;20150409T000000;272500;3;2.5;1;1979
7960900060;20150504T000000;2.9e+006;4;3.25;1.5;1982
4054500390;20141007T000000;1,37E+09;4;4.75;2;1989
6378500125;20150501T000000;436000;2;1;1;1939
1745100140;20141017T000000;210000;3;1;1;1967
2976800796;20140925T000000;236000;3;1;1;1961
4235400186;20141124T000000;331000;3;1.75;1;1954
4215100060;20150320T000000;365000;3;2.5;2;2006
9189700045;20150127T000000;450000;3;2;1;1960
1126049053;20141113T000000;770000;4;2.75;2;2014
2022069200;20150505T000000;455000;4;2.5;1;1997
9412900055;20150505T000000;405000;3;1.75;1;1908
1722059235;20140703T000000;304900;4;1.75;1;1969
6874200960;20150227T000000;170000;2;1;1;1931
7424700045;20150513T000000;2.05e+006;5;3;2;1905
7202360350;20140630T000000;780000;4;2.5;2;2005
5634500392;20150410T000000;330000;3;3;1;1988
1509500060;20140905T000000;370000;4;2.5;2;1992
7214810350;20141017T000000;467000;5;2.25;1;1979
6647200060;20150209T000000;405000;3;1.75;1;1980
9552700140;20140702T000000;675000;5;2.25;1;1985
2200500350;20140812T000000;500000;2;1;1;1954
6113400046;20140723T000000;389999;4;2.5;2;1968
6619910140;20150224T000000;630000;4;1.75;1;1975
1115450240;20141022T000000;360000;4;2.5;2;1992
6073240060;20141002T000000;580000;4;3;2;1986
9297300045;20140709T000000;550000;3;2;2;1929
9510920070;20140710T000000;879000;4;2.5;2;1994
5468730030;20140822T000000;265000;3;2;1;1993
8079030390;20150304T000000;446500;3;2.5;2;1990
600000152;20140602T000000;404000;3;1.5;1;1963
1840000030;20140529T000000;267500;3;1.75;1;1957
3225069065;20140624T000000;3,08E+09;4;5;1;2002
3260800030;20140811T000000;335000;3;2.5;2;1998
2747100024;20140619T000000;576000;3;2.5;1;1948
5104530560;20150401T000000;208633;3;2.5;2;2006
4330600350;20150115T000000;315000;3;2.25;1;1964
5016001535;20150217T000000;725000;3;1.75;1;1913
7280300196;20150403T000000;550000;4;2.75;1;1965
8651520400;20140612T000000;610750;4;2.25;2;1984
7171200445;20150228T000000;550700;2;1;1.5;1908
3204800200;20150108T000000;665000;4;2.75;2;1960
3416600800;20150209T000000;834000;4;2.5;1.5;1928
7994700030;20141023T000000;201000;5;1.75;1.5;1915
1860600135;20140502T000000;2,38E+09;5;2.5;2;1921
4139480200;20140618T000000;1,38E+09;4;3.25;1;1997
4139480200;20141209T000000;1.4e+006;4;3.25;1;1997
1328320800;20141105T000000;305000;4;2.25;1;1979
7771300125;20150408T000000;487000;3;2;1;1948
3422059208;20150511T000000;390000;3;2.5;1;1988
9521101455;20140723T000000;548000;2;1;1;1916
4337000335;20141122T000000;268750;4;1;1;1943
325059286;20140513T000000;819900;5;2.75;2;2013
2597650240;20141023T000000;520000;3;2.25;2;1984
3353400435;20140721T000000;230000;3;2;1;2003
7972000240;20150202T000000;240000;3;1.75;1;1969
7520000520;20140905T000000;232000;2;1;1;1922
7520000520;20150311T000000;240500;2;1;1;1922
3530210260;20141027T000000;274975;3;2.5;2;1987
1959700550;20140905T000000;740000;4;2;1.5;1922
1665400045;20150428T000000;186375;3;1;1;1952
9542850320;20140725T000000;790000;3;2.25;1;1977
3179100060;20140916T000000;880000;4;3.5;2;1951
2946001550;20150416T000000;279000;6;1.75;2;1955
8078490390;20140729T000000;295000;3;2;1;1991
9550201550;20150408T000000;640000;2;1;1;1924
191100045;20140703T000000;940000;4;2;2;1968
5009600070;20141007T000000;260000;4;2.5;2;2003
200350070;20140602T000000;559900;3;2.75;1;2004
2877103726;20140722T000000;791500;4;2;1.5;1911
405100295;20140826T000000;265000;3;1.75;1;1954
4268200055;20150501T000000;245000;3;1.75;1;1954
3126069068;20150424T000000;485000;4;1.75;2;1962
1115300070;20141106T000000;684000;4;3.5;2;2010
6414100671;20140909T000000;425000;3;1.75;1;1957
7004200060;20141017T000000;309600;4;1.75;1;1991
7852110140;20140718T000000;552250;4;2.5;2;2002
3969300030;20140723T000000;165000;4;1;1;1943
3969300030;20141229T000000;239900;4;1;1;1943
4048400070;20141205T000000;320000;2;1;1;1930
808000070;20141021T000000;206600;3;2;1;1987
7374200030;20150416T000000;387000;4;1.75;1;1973
7325600160;20140604T000000;299000;1;0.75;1;1967
2757000030;20140922T000000;855000;4;2.75;2;1965
616000140;20150126T000000;315000;3;1;1;1954
3363900111;20141203T000000;437500;2;1;1;1907
9262800171;20150324T000000;252000;4;1.5;1;1969
6607000126;20140604T000000;375000;4;1.75;1;1955
5416510830;20140806T000000;300000;4;2.5;2;2005
2201500030;20141006T000000;420000;4;1;1.5;1954
325059171;20140505T000000;900000;3;1;1;1928
952003285;20140805T000000;679900;3;2.5;2;2000
3211290370;20140605T000000;463000;3;2.5;2;1992
1072010350;20140828T000000;380000;5;2.5;2;1978
8856950070;20141210T000000;329500;4;2.5;2;1994
925059078;20140819T000000;604950;3;2.5;1;2013
7855801090;20140917T000000;795000;5;2.5;1;1966
723099065;20150130T000000;465000;3;2;2;1994
6116500075;20150326T000000;673000;4;2.5;2;2002
1118500030;20141001T000000;810000;4;2.5;2;1991
424069250;20150423T000000;785000;4;2.75;1;1989
3291800710;20141120T000000;338000;4;3;1;1986
6838700060;20141204T000000;280000;3;2.25;2;1993
2231500030;20141001T000000;315000;4;2.25;1;1954
2231500030;20150324T000000;530000;4;2.25;1;1954
7683900200;20141223T000000;380000;5;3;2;2004
8155830060;20140811T000000;297000;3;2.25;2;1994
98020310;20140520T000000;730000;4;2.5;2;2004
9423400140;20140609T000000;450000;3;1.75;1;1940
1545804860;20141027T000000;275000;3;3;1;1997
2883200160;20150429T000000;595000;4;2;2;1960
7132300695;20150421T000000;435000;3;1.5;1.5;1904
1726059053;20140916T000000;270000;2;1.5;1;1954
624111000;20140805T000000;950000;3;3;2;1986
808300310;20150313T000000;389000;4;2.25;2;2001
8563040160;20150121T000000;560000;4;2.25;1;1968
713500030;20140728T000000;1.35e+006;5;3.5;2;1998
8651600160;20141111T000000;799000;4;2.25;2;1969
9517200030;20140625T000000;365500;3;2;1;1983
2460700700;20140515T000000;252350;3;2;1;1979
1223039290;20140905T000000;403950;4;2.5;2;1993
2890100060;20140801T000000;385000;4;1.5;1;1954
7972600860;20141210T000000;345000;4;1;1.5;1957
8857320070;20140917T000000;490000;3;2.75;2;1979
4047200695;20140618T000000;330000;3;2.5;2;2005
1653500070;20140512T000000;927000;4;2.75;2;1953
1923000030;20140728T000000;1,12E+09;4;2.5;2;1983
3649100320;20150430T000000;330000;2;1;1;1950
7375300160;20150309T000000;530000;5;2.25;1;1958
5175800060;20140623T000000;365000;4;2;1;1962
1604601375;20140619T000000;378750;3;2.5;1.5;1909
2473251090;20140619T000000;269900;4;1.75;1.5;1968
9126100861;20150306T000000;557000;3;3.5;2;2008
3420069065;20140825T000000;360000;4;1.75;1;1974
6021501685;20150422T000000;352000;2;1;1;1937
1151100070;20150224T000000;437000;3;2.5;2;1994
8856950240;20140618T000000;322500;4;2.5;2;1994
9385200055;20140912T000000;650000;3;3.25;2;2001
7821200390;20140806T000000;450000;3;2;3;2001
8078520310;20150417T000000;278500;3;2;1;1998
1565950030;20150427T000000;364950;4;2.5;2;1995
1560930070;20140911T000000;840000;4;3.5;1;1986
6700400140;20150318T000000;268000;3;2.5;2;1991
2422029094;20140716T000000;517534;2;1;1;2006
1774220160;20141104T000000;632925;3;2.5;2;1978
1525200060;20140723T000000;577500;3;2.5;2;1995
1678400105;20150212T000000;339000;4;1.5;1.5;1920
3426059070;20140909T000000;570000;3;1.75;1;1967
824079032;20140626T000000;563500;4;1.75;1;1964
2697100140;20150105T000000;423000;4;2.25;1;1962
8724300030;20141223T000000;355000;3;2.25;2;2012
8678500060;20140710T000000;1.55e+006;5;4.25;2;1999
625049299;20141203T000000;482000;2;1;1;1941
6073200075;20140730T000000;625000;3;1.75;1;1955
6388900710;20141219T000000;538000;3;2.5;2;1988
1442860160;20150107T000000;380000;3;2.5;2;1985
7942600310;20140717T000000;375000;2;1;1;1909
1545808560;20150403T000000;245000;3;2.5;1;1996
936000060;20141114T000000;310000;5;1.75;1;1947
9808650060;20150225T000000;1.3e+006;3;2;1;1976
3754700160;20140506T000000;397000;4;2;1;1971
305500140;20150512T000000;365000;3;2.5;2;2005
5468750060;20141028T000000;328500;4;3;2;1990
2944010240;20140908T000000;988000;4;3;2;1987
3454000060;20140722T000000;1,00E+06;4;2.5;1.5;1922
646910160;20140903T000000;237000;3;2.5;2;2005
8564950390;20140919T000000;525000;4;2.5;2;2003
2268400350;20140916T000000;749000;4;2.5;1;1976
7504101040;20140821T000000;722500;5;2.5;2;1983
11500890;20150312T000000;843000;3;2.5;2;1991
9528102772;20140708T000000;438000;2;2;3;2000
284000223;20140916T000000;578000;3;1.75;1;1977
3353401710;20140923T000000;227950;3;1.5;1;1954
8159610030;20140722T000000;196000;3;2.25;2;1974
3179100435;20140715T000000;641000;2;1;1;1953
822079033;20150422T000000;350000;3;1.5;1;1980
8857600960;20140819T000000;205000;3;1;1;1960
1774000200;20141202T000000;400000;3;1.75;1;1968
2024069128;20141110T000000;1.03e+006;3;2.5;1;2005
1049010390;20150319T000000;505000;3;2;1;1972
7905370390;20141009T000000;475000;5;2.5;1;1975
4140090240;20141105T000000;520000;3;2.25;1;1977
4055700030;20150502T000000;1.45e+006;3;4.5;2;1977
3775300030;20141231T000000;333500;3;1.75;1;1965
2525300030;20150222T000000;232000;3;1;1;1976
1324059104;20150421T000000;691100;3;2.75;1;1983
2287000030;20141014T000000;811000;3;1.75;1;1960
7702010030;20140520T000000;551000;3;2.5;2;2001
1529200340;20150108T000000;496500;3;2.5;2;1994
2122039094;20141126T000000;705000;3;3;2;1980
1742800030;20140612T000000;578000;4;2.5;1;1966
1796360350;20150128T000000;255000;3;1.75;1;1986
6154500070;20140626T000000;1.05e+006;4;3.5;2;2007
1843100340;20150305T000000;348000;3;2.25;2;1989
8944290160;20141104T000000;230000;3;2;2;1985
4166600473;20141209T000000;359500;4;2.25;2;1988
7282300125;20141112T000000;330000;3;1;1;1953
8658300340;20140523T000000;80000;1;0.75;1;1912
2419600075;20141201T000000;465000;3;1.75;1;1954
2621760350;20141015T000000;325000;4;2.5;2;1997
1723049270;20150107T000000;340500;3;2;1;1947
4123840310;20150106T000000;342500;3;2.5;2;1993
2172000075;20140623T000000;290900;2;2;2;1930
8651611170;20150213T000000;868700;3;4.25;2;2000
8820902200;20141113T000000;1,20E+09;4;2.75;2;1928
8651610890;20141014T000000;1.15e+006;4;3.25;2;2000
1853080570;20140811T000000;859900;4;2.75;2;2011
3629920030;20140808T000000;520000;4;2.25;2;2003
1604602050;20140711T000000;460000;3;2.5;2;2005
6844700810;20140901T000000;438924;3;1.5;1;1949
66000070;20150406T000000;315000;2;1;1;1918
6665800030;20140718T000000;590000;4;2.75;1;1975
2205700350;20141104T000000;378500;4;1.75;1;1955
5466000030;20140603T000000;328500;3;2.5;2;1990
6189200125;20150325T000000;849950;3;3;2;1973
9169600135;20141027T000000;525000;3;1.5;1;1950
2625069070;20150410T000000;1,39E+09;4;3.25;2.5;1993
8732131090;20150428T000000;295000;4;2.5;1;1978
9286000240;20140711T000000;1,07E+09;6;3.5;2;1998
1895000260;20140721T000000;207950;2;2;1;1917
8691370400;20141216T000000;699900;4;2.75;2;2002
5423010350;20150210T000000;1.28e+006;5;2.5;2;1977
8562501040;20141120T000000;452000;4;1.5;1;1963
2475200140;20150205T000000;370000;3;2;1;1987
7942100310;20150127T000000;232000;3;1.75;1;1968
3760000030;20141030T000000;669950;5;2.5;2;1960
1727500340;20140614T000000;397500;3;2;1;1972
9828702519;20140512T000000;490000;2;2.5;2;2004
4432600075;20150128T000000;725000;4;2;2;1925
7806300030;20140917T000000;299000;3;2.75;1;1958
9274202270;20140818T000000;625000;2;1.5;1.5;1900
7852030960;20141106T000000;437500;3;2.5;2;2000
7852170140;20150510T000000;650000;4;2.5;2;2003
7518503335;20140519T000000;475000;2;1;1;1929
5467900070;20140502T000000;342000;3;2;1;1966
1245002952;20141015T000000;1,20E+11;4;2.5;2;1999
8906200070;20150210T000000;280000;3;1.5;1;1963
5379805885;20140521T000000;240000;2;1.75;1;1993
2769600560;20140527T000000;529000;3;1;1.5;1924
9238901420;20150202T000000;442000;3;1;1;1941
5113400431;20140508T000000;615000;2;1;1;1946
3885805665;20140612T000000;1,49E+09;4;3.75;2;2006
8121200810;20150505T000000;585000;4;1.75;1;1981
5126310400;20150305T000000;480000;4;2.5;2;2005
7322910030;20140721T000000;1,10E+09;5;3.5;2;1990
2827100070;20141105T000000;290000;4;1;1.5;1949
9276201895;20140820T000000;615000;3;1.75;1;1951
4402700070;20150311T000000;300000;2;1;1;1950
1922059046;20141029T000000;308000;3;1;1.5;1932
925059288;20150507T000000;750000;3;2.5;2;2001
4386700135;20141114T000000;2.25e+006;4;2.25;2.5;1916
1923069078;20140805T000000;890000;4;3.25;2;2005
1432400335;20150325T000000;288000;3;1;1;1958
1180003090;20140906T000000;190000;2;1;1;1943
726049331;20150326T000000;515000;5;3;1;2005
3340401555;20141105T000000;235000;4;1.5;1;1930
7453000070;20140818T000000;275000;2;1;1;1951
4348800030;20141121T000000;727500;2;2;1;1952
7202331420;20140620T000000;650000;4;2.5;2;2003
3225079035;20140618T000000;1.6e+006;6;5;2;2001
6381500700;20141105T000000;365000;4;1;1.5;1944
339500160;20141008T000000;662000;3;1.75;1;1984
1545807610;20150429T000000;270500;3;2.5;1;1978
1843200240;20150505T000000;200000;2;1.5;2;1978
4403600270;20150224T000000;970000;4;3.25;2;1987
2008200060;20140624T000000;160000;3;1.5;1;1962
1521069070;20150218T000000;204000;3;1;1;1971
2459500310;20150218T000000;358000;3;2.25;2;1985
6204420070;20150501T000000;452000;4;1.75;1;1979
5694500105;20141204T000000;595000;2;2;1;1900
5466410030;20150410T000000;249000;3;2;1;1994
9485740340;20150310T000000;346900;4;2.5;2;1999
622049114;20150218T000000;2,13E+09;3;2.5;2;1976
2270000070;20141030T000000;280000;4;2.5;2;2003
